,Username,location,friend_count,review_count,photo_count,rating,date,review,Url,roll25,roll100,roll250,special_25,Final_Rating
2,Paul B.,"Somers, CT",269,314,333.0,4.0,2016-12-31,"I have never been anywhere in the casino besides the hard rock, so I was dying to try something new.  As we passed by this place it caught my eye but looked like it had a long wait.  Much to my surprise it was only 10 minutes.  Put my name down and patiently waited.   About 6 minutes later they were looking for us. Awesome.  Very happy with how quickly the wait was(not much room to wait on a busy night like New Years).  We are promptly seated by a pretty unfriendly hostess at a nice large table. I take my menu photo as the manager walks by and says ""hey that's copyright infringement""    Not sure why or what he said it for... I took several minutes for our server to come by. Again it was insanely busy so it was fine it certainly wasn't an unreasonable amount of time. She was very friendly and fast to bring our drinks.  Unfortunately after the drinks and our order was placed we didn't see her again until the check came.   I ordered a Hawaiian pizza thin and crispy...this is where the four stars comes in.  I'm pretty sure this was the best pizza I've ever had.  I loved it. It was perfect. Crispy, delicious, cheesy heaven. Lol.  Seriously though this thin crispy pizza is insane.  I'm mad now because I'll have to drive an hour and a half to get more.   Considering tonight was New Years I will give them a pass on the relatively poor service, I definitely understand people get stressed on super busy nights like tonight.  Go here. Try the thin and crispy. Forget the service. Happy New Year!",https://www.yelp.com/biz/california-pizza-kitchen-mashantucket,3.28,3.28,3.28,,3.2800000000000002
12,Mdk ..,"Whitman, MA",1,32,,2.0,2017-01-11,It was ok. Food was decent. Hostess was a bitch.  Waitress was pretty good. We got an attitude when we asked for a booth seat because they had half the restaurant closed at 9pm. Finally they sat us where we wanted.,https://www.yelp.com/biz/california-pizza-kitchen-mashantucket,3.2,3.2,3.2,,3.2000000000000006
8,Desiree D.,"New Haven, CT",172,421,581.0,3.0,2017-01-17,"Hubs and I were in the casino for New Year's eve, and stumbled across CPK. We were immediately sat, and a waiter came up to us a few minutes later. He never introduced himself, so we didn't know his name but I can tell you he wasn't to stellar anyways. We ordered the Spinach/artichoke dip, which actually was pretty good. Needed some salt- overall decent. Waiter asked us if we wanted bread, sure why not? Well, about 3 or 4 other tables have sat after us (which he also waited on) and we never got it. He served it to all his other tables though...no biggie? When they dropped the spin dip, I asked the waitress for it. It appears, this really pissed this waiter off - because he  then came and slammed it on the table- like we were inconveniencing him. He also didn't give us any oil/butter with it - like everybody else had. Previous to this trip, I never visited a CPK, So I had no idea if they served this w/ every entrée or not? But anyway- that is the service aspect of this trip. Hubs ordered a some shrimp/pasta dish and liked it. I really loved my meal, which was a pasta and veggie dish- served w/ cut up asparagus. It was delicious. I guess besides the crappy service, I would probably go back and try it out again if we wanted dinner. The waiter never came back to ask how anything was, dropped our bill and bounced....boooo",https://www.yelp.com/biz/california-pizza-kitchen-mashantucket,3.28,3.28,3.28,,3.2800000000000002
14,Dan C.,"Higganum, CT",0,2,,3.0,2017-02-17,"Tasty but skimpy,  waitress was efficient and friendly (and patient with my fussy wife) beer selection very limited,  left hungry",https://www.yelp.com/biz/california-pizza-kitchen-mashantucket,3.28,3.28,3.28,,3.2800000000000002
13,Amy C.,"Higganum, CT",0,4,3.0,1.0,2017-02-19,"Very disappointed. Ordered roasted brussel sprout, bacon and goat cheese flat bread.  When it came it was crispy dry, small pieces of bacon, raw leaves of brussel sprouts not even roasted! We couldn't find any goat cheese on it so we asked the waitress and she said ""it's a goat cheese spread not actually goat cheese"". Ordered a moscow mule, had to order another drink because it was so sugary sweet I couldn't drink it. Low budget ingredients. I won't go back. Giving one star because I felt bad for the waitress who had to serve this food.",https://www.yelp.com/biz/california-pizza-kitchen-mashantucket,3.16,3.16,3.16,,3.1600000000000006
7,Help Y.,"Johnston, RI",14,15,47.0,1.0,2017-02-26,"Do not order the Shrimp Scampi Zucchini. It's just so watery and just not worth it. I sat at the bar and the server came to ask if it's good and I said it's ok...She asked if I wanted it lighter. She was real nice abt offering me another one. I said it's ok, don't go outta your way. I'll just won't order it next time. The only thing that made it worth eating the damn thing. Zucchini slices looked like cucumbers too...",https://www.yelp.com/biz/california-pizza-kitchen-mashantucket,3.04,3.04,3.04,,3.0400000000000005
4,Ashwin S.,"Wethersfield, CT",228,265,1402.0,2.0,2017-05-21,"This is an OK location to eat at in the casino where you don't have to wait to get seated. The food is ok, staff is friendly and the standard CPK.",https://www.yelp.com/biz/california-pizza-kitchen-mashantucket,3.0,3.0,3.0,,3.0000000000000004
40,Adrienne D.,"Suffield, CT",8,13,,2.0,2017-06-04,"I was starving and was in the mood for a small pizza...needed the ""Carbs"". Walked in, was seated in a nice booth. It took awhile before the complimentary bread and oil arrived. The bread was fresh, but so hard, I was afraid that a crown or a tooth would break. I tore the bread with my hands and tried eating the soft part....too bad there wasn't much substance inside that hard crust. We asked the server how long a wait until the pizza arrived. She said about 10 mins. Well 20 minutes later still no pizza. We were told they were backed up in the kitchen. I could understand that if the place was crowded and of course would give allowance for a busy 3:00 pm day. However, it wasn't the case. We got up to leave until the server said to wait to talk to the manager. Manager was great! He asked for another 2 minutes, which of course we gave. When the pizza arrived it was very tasty and I really liked the crust. It was a veggie pizza which I do recommend.",https://www.yelp.com/biz/california-pizza-kitchen-mashantucket?start=20,2.96,2.96,2.96,,2.96
9,Jan S.,"Johnston, RI",48,25,2.0,4.0,2017-06-19,"This CPK location is very good. The hostess who is usually there offers a great first impression, very friendly amidst a crowded, hungry, cranky waiting area. I told her I noticed her great customer service skills, you don't see that much at chain restaurants. CPK has good grilled salmon, great pasta with spinach and asparagus, Chicken Milanese,  pizza, dumplings and EXCELLENT pea barley soup! Good quality ingredients, extra virgin olive oil. Definitely an upper scale chain restaurant. One of Foxwoods best, Fieri's new place there can't compare. Hoping for a CPK in Cranston, RI!",https://www.yelp.com/biz/california-pizza-kitchen-mashantucket,2.92,2.92,2.92,,2.92
0,Dane U.,"Enfield, CT",20,14,1.0,5.0,2017-08-20,"Simply amazing food, they have amazing soup, pasta's and signature pizza's. Waitstaff is great and pleasant.  Management very friendly as well.",https://www.yelp.com/biz/california-pizza-kitchen-mashantucket,2.92,2.92,2.92,,2.92
6,Steph A.,"Boston, MA",0,2,44.0,2.0,2017-09-21,Unfortunately what should have been a quick in and out experience at this chain restaurant quickly spiraled into the never ending dinner. The waitress was more concerned with talking to a patron at the bar than coming over to our table which was legit steps from the bar. She didn't give us the complimentary bread despite every other table having it around us. When the food came it was good pizza but we barely were offered a refill on our drinks and then sat for at least 30 min after finishing to get our check (we are still waiting for the record). Normally I am forgiving of a lot of things but when you are out with a 11 and 5 year old who are starting to melt down because you have been sitting for at least 1.5hrs for a quick pizza dinner it's quite annoying. At least the food was good. Wish the service was actually attentive.,https://www.yelp.com/biz/california-pizza-kitchen-mashantucket,2.88,2.88,2.88,,2.88
5,Dahlia H.,"Hebron, CT",0,1,3.0,1.0,2017-12-02,"don't come here with large parties. we made reservations days earlier with a party of 12 and when we got there, they proceeded to tell us that they cannot seat us together. We waited for 40 minutes even though we made calls beforehand to hold our table.",https://www.yelp.com/biz/california-pizza-kitchen-mashantucket,2.88,2.88,2.88,,2.88
1,Shelley F.,"Lincolnton, NC",0,21,106.0,3.0,2017-12-13,Was there for a rehearsal dinner seem quite awkward as it was multiple long tables and you were unable to talk to anyone at the find of the table unless you got up and walk there. Needless to say no one got up and walked anywhere because the restaurant was packed... Food was good enjoyed the grilled salad and vegetable pasta!! I would say if you planned on having a event there ask them is there another way for them to set up tables so that everyone feels included in the conversations.,https://www.yelp.com/biz/california-pizza-kitchen-mashantucket,2.92,2.92,2.92,,2.92
